Respondent ID,Collector ID,Start Date,End Date,Custom Data 1,How did you first hear about the Louisiana SPCA Community Clinic,,,,,,What services did you receive?,,How likely are you to use the Community Clinic again?,,,,,Additional feedback
10800241392,212328902,6/15/2019 18:46,6/15/2019 18:47,,,Google,,,,,Wellness exam,,Extremely likely,,,,,Best place ever
10800071258,212328902,6/15/2019 14:28,6/15/2019 14:29,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10796896918,212328902,6/13/2019 20:04,6/13/2019 20:05,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,You guys rock!
10794299095,212328902,6/12/2019 20:30,6/12/2019 20:33,,,,,,,Terrebonne Parish Animal Shelter,TNR,,Extremely likely,,,,,
10791790646,212328902,6/11/2019 21:04,6/11/2019 21:05,,,,,,,LASPCA Volunteer/Intern,Wellness exam,,Extremely likely,,,,,"Wonderful experience! Everyone was very kind and efficient. Maisie loved it, and so did I! "
10791571441,212328902,6/11/2019 18:31,6/11/2019 18:31,,,Google,,,,,Wellness exam,,Extremely likely,,,,,
10785979549,212328902,6/9/2019 8:46,6/9/2019 8:47,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,Extremely likely,,,,,
10784416100,212328902,6/7/2019 20:41,6/7/2019 20:42,,,,Social media,In the news,From a friend,,Spay/Neuter,,,,Somewhat likely,,,Very wonderful staff and very necessary service to the community 
10783108094,212328902,6/7/2019 9:12,6/7/2019 9:14,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,"please remove the option of leaving a message for an appointment.  No one ever returns a call.  Instead use exclusive online bookings, which were perfectly smooth."
10782215149,212328902,6/7/2019 0:06,6/7/2019 0:06,,,,,In the news,,,Wellness exam,,Extremely likely,,,,,
10773639263,212328902,6/3/2019 14:35,6/3/2019 14:36,,,,,,,Terrebonne Parish Animal Shelter,Spay/Neuter,,Extremely likely,,,,,thank you so much...my baby is doing great  :)
10771743544,212328902,6/2/2019 18:47,6/2/2019 18:49,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,"When I adopted Julie (now Tilly) I was told all checkups and remaining immunizations would be included in the adoption fee.   When I got to the SPCA this past weekend for her shots, y'all tried to charge me 25$     When I mentioned I was told everything was included there was no issue to ""wave the fee""     And was told her next visit should be free as well but if not then it would be 15$.     Where are these hidden charges coming from? "
10769650657,212328902,5/31/2019 18:59,5/31/2019 18:59,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10755102034,212328902,5/25/2019 3:30,5/25/2019 3:31,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Everyone working there was super accommodating and helpful! They took super awesome care of my pup while she was there and I can’t thank them enough 
10754780154,212328902,5/24/2019 19:57,5/24/2019 19:58,,,,,,From a friend,,Other (please specify),Booster shot,,,,Not so likely,,Front desk took very long. People were very rude. I will not come back unless I have to. 
10754523748,212328902,5/24/2019 16:18,5/24/2019 16:19,,,,,In the news,,,Wellness exam,,Extremely likely,,,,,Everything was on schedule with no waiting.  
10752199107,212328902,5/23/2019 18:42,5/23/2019 18:45,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,The prices for services seem to be secretive.  When I made the appt I was told one thing and then something different when we came in for services.  I have to plan ahead in order to have the money for the services but it’s not super easy getting answers.
10749497448,212328902,5/22/2019 18:54,5/22/2019 18:55,,,,Social media,,,,Wellness exam,,Extremely likely,,,,,
10749473362,212328902,5/22/2019 18:40,5/22/2019 18:41,,,,,,From a friend,,Other (please specify),Booster shot,,Very likely,,,,Wonderful experience. 
10741027387,212328902,5/19/2019 15:37,5/19/2019 15:43,,,,,,,Lakeview Veterinary Clinic,Other (please specify),"Initial exam, testing for hiv,leukemia,and heart worms, rabies vaccine, treatment for bowel blockage, flea treatment",Extremely likely,,,,,Our visit was perfect in every way. Very professional and friendly staff. Since we are now on a fixed income the reasonable cost is a Godsend.
10740186625,212328902,5/18/2019 18:18,5/18/2019 18:20,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,Extremely likely,,,,,"Thanks for making Frisco feel safe and at home! He loved being there! He's such a good doggorooni. The Heartworm specialist was amazing, and her team was very friendly. We will definitely be back! "
10739083108,212328902,5/17/2019 18:43,5/17/2019 18:45,,,,,,,I just knew,Wellness exam,,Extremely likely,,,,,"Excellent service and value, convenient location with ample parking.    Nice staff."
10739062756,212328902,5/17/2019 18:24,5/17/2019 18:27,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Booster shots ,,Very likely,,,,
10736741441,212328902,5/16/2019 21:24,5/16/2019 21:28,,,Google,Social media,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Thank you for such good care you gave my Tipps 
10736569936,212328902,5/16/2019 19:18,5/16/2019 19:19,,,,,,,St. Parish SPCA,Wellness exam,,Extremely likely,,,,,
10735481747,212328902,5/16/2019 11:18,5/16/2019 11:18,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,
10731877273,212328902,5/15/2019 7:16,5/15/2019 7:17,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10731796955,212328902,5/15/2019 6:39,5/15/2019 6:41,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Booster shots,,,Somewhat likely,,,
10730605475,212328902,5/14/2019 18:15,5/14/2019 18:15,,,Google,,,,,Wellness exam,,Extremely likely,,,,,
10722703283,212328902,5/10/2019 22:06,5/10/2019 22:06,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,,Very likely,,,,
10722626569,212328902,5/10/2019 20:35,5/10/2019 20:38,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Everyone was very caring and considerate even with a feral cat I would certainly recommend the facility to anyone who needs help with an animal
10722448085,212328902,5/10/2019 17:51,5/10/2019 17:52,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,Very friendly / helpful
10717262244,212328902,5/8/2019 19:44,5/8/2019 19:45,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10717145635,212328902,5/8/2019 18:33,5/8/2019 18:35,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,"Everything went smooth, the staff worked hard to get everything in order. I was very pleased."
10707100764,212328902,5/4/2019 6:09,5/4/2019 6:09,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10701265200,212328902,5/1/2019 18:55,5/1/2019 18:56,,,,,,From a friend,,Spay/Neuter,,,,Somewhat likely,,,
10699779020,212328902,5/1/2019 8:53,5/1/2019 8:56,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Thank YOU SPCA!  The facility and staff are amazing!  I was impressed with the day to day operations and the people who work there.   
10698479073,212328902,4/30/2019 17:24,4/30/2019 17:26,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Thanks for your service!  I greatly helps people on a low budget income!
10688463267,212328902,4/25/2019 19:13,4/25/2019 19:16,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Booster vaccinations after adoption,,Very likely,,,,The vet and tech were wonderful. They were cheerful and informative. They were very sweet with Gracie Beignet and even clipped her nails without me having to ask.
10688404177,212328902,4/25/2019 18:32,4/25/2019 18:33,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Shots,,,Somewhat likely,,,I did not feel confident in those that gave my dog his shot. I'm not sure how well it even went into him. I'm concerned to bring him or another animal there in the future. 
10687118417,212328902,4/25/2019 9:42,4/25/2019 9:42,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10682927271,212328902,4/23/2019 19:12,4/23/2019 19:15,,,,,In the news,,,Spay/Neuter,,Extremely likely,,,,,The discharge papers I received stated that my dog is not microchipped which he is. I left a message asking to please call me and let me know why it says he’s not chipped. 
10682859317,212328902,4/23/2019 18:30,4/23/2019 18:34,,Adopted from Louisiana SPCA,,,,,My mother adopted a dog for our family back in 1996.,Other (please specify),Umbilical Hernia repair,Extremely likely,,,,,"Shana Hayward was extremely helpful to me in getting me setup, answering questions in a timely manner and with getting an appointment and made me feel confident about Princesses procedure. I thank her from the bottom of my heart."
10671758748,212328902,4/17/2019 18:40,4/17/2019 18:41,,,,,,,Mid city vet,Spay/Neuter,,Extremely likely,,,,,Had a great experience. I really appreciated it.
10670402863,212328902,4/17/2019 9:34,4/17/2019 9:36,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,I thought the cost of treatment and medications would be less than it was. It was more expensive than I can really afford. The vet and vet assistant were very pleasant and kind. I did feel like my cats were in good hands. 
10670055725,212328902,4/17/2019 7:29,4/17/2019 7:31,,,Google,,,,,Heartworm treatment,,Extremely likely,,,,,Dr. Smith is great. She did a fantastic job explaining what my dog Nola would be going through and what i should expect.
10669331270,212328902,4/16/2019 23:15,4/16/2019 23:16,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,Extremely likely,,,,,
10665072844,212328902,4/15/2019 11:57,4/15/2019 11:58,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,,,,Not so likely,,
10661253432,212328902,4/12/2019 18:30,4/12/2019 18:34,,,,,,,Just decide to drop in,Spay/Neuter,,Extremely likely,,,,,The staff was extremely helpful in getting me taking care of quickly 
10658957844,212328902,4/11/2019 21:37,4/11/2019 21:38,,Adopted from Louisiana SPCA,,Social media,,From a friend,,Wellness exam,,Extremely likely,,,,,Wonderful staff!! Great prices!! Thank you!!
10658788795,212328902,4/11/2019 19:29,4/11/2019 19:31,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,"Great service, great prices, completely satisfied, thank all of you who work with these animals on a daily basis, you are a blessing to this community."
10657178085,212328902,4/11/2019 8:35,4/11/2019 8:37,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,My expensive leash was not returned when I picked my puppy up from being spayed. Their belongings should be returned the way they were received. This was very disappointing.
10656032797,212328902,4/10/2019 19:56,4/10/2019 19:56,,,Google,Social media,,,,Spay/Neuter,,Extremely likely,,,,,
10655967588,212328902,4/10/2019 19:15,4/10/2019 19:16,,,,Social media,,,I knew it existed I just had to look up the location ,Spay/Neuter,,Extremely likely,Very likely,,,,
10655888263,212328902,4/10/2019 18:24,4/10/2019 18:28,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,"Thank you for the work everyone does. It is really a blessing for low income people and others that fall apon bad times when needed. I will be sure to spread the word and look forward to adopting in the future  Thank Again,  Vickie "
10654446830,212328902,4/10/2019 9:15,4/10/2019 9:15,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10654207482,212328902,4/10/2019 7:46,4/10/2019 7:50,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,The staff was very professional and polite.
10647090682,212328902,4/7/2019 13:00,4/7/2019 13:00,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,Extremely likely,,,,,
10646856400,212328902,4/7/2019 8:28,4/7/2019 8:30,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10646520004,212328902,4/6/2019 22:14,4/6/2019 22:15,,,,Social media,,,,Wellness exam,,Extremely likely,,,,,They treated our baby with lots of love! Everyone there is nice! 
10646492792,212328902,4/6/2019 21:24,4/6/2019 21:25,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10646469156,212328902,4/6/2019 20:40,4/6/2019 20:43,,,,,,,It was located in the 9th ward where I grew up.,Wellness exam,,Extremely likely,,,,,"Everyone we encountered was pleasant, knowlegeable, and helpful. They made Falcon and his family feel special."
10646450186,212328902,4/6/2019 20:10,4/6/2019 20:11,,,,,,,St Charlrs Parish SPCA,Spay/Neuter,,,Very likely,,,,I thought the staff was very caring and helpful. They answered all of my questions and concerns. They took great care of my pup during her spay. 
10645911414,212328902,4/6/2019 9:14,4/6/2019 9:16,,,,,,From a friend,,Other (please specify),Puppy shots,,Very likely,,,,
10645342666,212328902,4/5/2019 20:05,4/5/2019 20:08,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,
10645281092,212328902,4/5/2019 19:10,4/5/2019 19:10,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10645276483,212328902,4/5/2019 19:02,4/5/2019 19:06,,,,,,From a friend,,Spay/Neuter,,,,Somewhat likely,,,Van was 1/2 Hour late coming and going. Surprised that kennels were stacked one on top of the other. Weather was bad but I didn’t feel like I got enough of information about what was going on. I know you handled it the best you could.
10644617107,212328902,4/5/2019 13:03,4/5/2019 13:04,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10643074709,212328902,4/4/2019 23:22,4/4/2019 23:25,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,"Smooth process. I do wish they offered the ability to purchase pain meds early. They told me to monitor him and call back if need be but by the time I realized he would benefit from them, I had work and was unable to get some. If it was offered as an option at discharge, I would have purchased it just in case. "
10642931677,212328902,4/4/2019 21:25,4/4/2019 21:27,,,Google,,,,,Wellness exam,,Extremely likely,,,,,My experience at the clinic surpassed my expectations. It was the best vet experience Remmie and I have ever had.
10639762238,212328902,4/3/2019 18:37,4/3/2019 18:38,,,,,,,tpcg.org website,Spay/Neuter,,Extremely likely,,,,,
10632834792,212328902,4/1/2019 10:47,4/1/2019 10:49,,,,,,,Terebonne parish shelter,Spay/Neuter,,Extremely likely,,,,,Thank you for everything y’all do!
10628087327,212328902,3/29/2019 10:46,3/29/2019 10:49,,,,,,From a friend,,Wellness exam,,,Very likely,,,,Na
10626492834,212328902,3/28/2019 17:50,3/28/2019 17:51,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10624671813,212328902,3/28/2019 5:22,3/28/2019 5:22,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10623935750,212328902,3/27/2019 20:03,3/27/2019 20:04,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,Thank you 
10623898534,212328902,3/27/2019 19:39,3/27/2019 19:39,,,,,,,Animal shelter,Spay/Neuter,,,Very likely,,,,
10623826602,212328902,3/27/2019 18:52,3/27/2019 18:53,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,
10623217905,212328902,3/27/2019 14:19,3/27/2019 14:22,,Adopted from Louisiana SPCA,,,,,I bring ferrell cats in to be neutered/spayed to help w/the population and homelessness of the furbabies.,Other (please specify),Spay/Neutered - Shot of antibiotics for cold/infection,Extremely likely,,,,,
10621220705,212328902,3/26/2019 21:46,3/26/2019 21:47,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,The vet answered all my questions and gave great advice. Thanks Virginia
10621179856,212328902,3/26/2019 21:07,3/26/2019 21:17,,,Google,,,,,Heartworm treatment,,Extremely likely,,,,,Thanks for all of the great work you all do!!!
10621175422,212328902,3/26/2019 21:12,3/26/2019 21:13,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,Dr. Smith was wonderful with my dogs and necessary took the necessary time to discuss the health of my two pups. Great visit!
10616472264,212328902,3/25/2019 8:09,3/25/2019 8:10,,,Google,,,,,Other (please specify),First puppy visit,Extremely likely,,,,,
10615893444,212328902,3/25/2019 2:13,3/25/2019 2:13,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10615281752,212328902,3/24/2019 15:27,3/24/2019 15:28,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,Very friendly customer service
10614523580,212328902,3/23/2019 22:14,3/23/2019 22:15,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,Extremely likely,,,,,
10610675980,212328902,3/21/2019 21:25,3/21/2019 21:27,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,The staff was very polite to my dog and helped him start his wellness treatment with starting his first sets of shots
10610542570,212328902,3/21/2019 19:52,3/21/2019 19:53,,,,,,,I always knew ,Other (please specify),Shots,Extremely likely,,,,,
10608863480,212328902,3/21/2019 8:22,3/21/2019 8:23,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10608114322,212328902,3/21/2019 0:01,3/21/2019 0:02,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10604608627,212328902,3/19/2019 19:30,3/19/2019 19:31,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,,Very likely,,,,
10598000294,212328902,3/17/2019 1:52,3/17/2019 2:15,,Adopted from Louisiana SPCA,,,,,Use SPCA BEFORE,Wellness exam,,Extremely likely,,,,,Rock enjoyed his visit
10597784030,212328902,3/16/2019 19:03,3/16/2019 19:03,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10596929506,212328902,3/16/2019 1:06,3/16/2019 1:08,,Adopted from Louisiana SPCA,,Social media,,,,Wellness exam,,Extremely likely,,,,,"Services top notch ,will bring all our pets here when needed. "
10591695944,212328902,3/13/2019 21:34,3/13/2019 21:35,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,Everyone was great and friendly. The process was easy. 
10591611924,212328902,3/13/2019 20:30,3/13/2019 20:30,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,
10591496086,212328902,3/13/2019 19:10,3/13/2019 19:11,,Adopted from Louisiana SPCA,,Social media,,,,Other (please specify),Vaccine ,Extremely likely,,,,,Very friendly staff and clean facility. We spent a lot of time waiting for our early  Morning appointment. 
10590610729,212328902,3/13/2019 12:24,3/13/2019 12:27,,Adopted from Louisiana SPCA,,,,,,Other (please specify),feline lukemia shot,Extremely likely,,,,,Thanks for a good experience
10589073616,212328902,3/12/2019 23:30,3/12/2019 23:31,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,,,Somewhat likely,,,
10588722204,212328902,3/12/2019 19:19,3/12/2019 19:20,,,,,,From a friend,,Spay/Neuter,,,,,,Not at all likely,Poor service my dog didnt even get the treatment she went there for sad place for animals
10587392763,212328902,3/12/2019 10:27,3/12/2019 10:27,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10585351471,212328902,3/11/2019 15:07,3/11/2019 15:07,,,,,,,Animal shelter,Spay/Neuter,,,Very likely,,,,
10584908271,212328902,3/11/2019 12:36,3/11/2019 12:36,,,Google,,,,,Wellness exam,,Extremely likely,,,,,
10584205366,212328902,3/11/2019 8:44,3/11/2019 8:49,,,,,In the news,,,Wellness exam,,Extremely likely,,,,,Staff took very good care of us.  My appointment for bullet was the 9th of April.  The staff made it possible for us to be seen on March 9th. My mistake. Thanks
10583008289,212328902,3/10/2019 17:30,3/10/2019 17:33,,,Google,,,,,Spay/Neuter,,,,,Not so likely,,Cats toenails were cut really short and bleeding. And when he came back he couldnt open his eye. Some kind of medicine stuff they used got into it.... Wont go back. 
10581151222,212328902,3/8/2019 22:34,3/8/2019 22:36,,,,,,,Adopted a dog a few years ago and used SPCA to spay.,Spay/Neuter,,Extremely likely,,,,,
10581040563,212328902,3/8/2019 20:23,3/8/2019 20:24,,,,,,,Terrebonne animinal shelter,Spay/Neuter,,Extremely likely,,,,,Very Good Service I will use again Thanks
10581000984,212328902,3/8/2019 19:40,3/8/2019 19:43,,,,,,,I live in houma and have known of y'all for as long as i can remember,Spay/Neuter,,Extremely likely,,,,,"Happy with all, thank you"
10580971680,212328902,3/8/2019 19:13,3/8/2019 19:15,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Everything was great and went as expected. I have used their services in the past and will continue to do so.
10580939037,212328902,3/8/2019 18:44,3/8/2019 18:44,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10578863087,212328902,3/7/2019 23:02,3/7/2019 23:03,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,Entire Staff was Great and shower Kyng love
10574714660,212328902,3/6/2019 11:34,3/6/2019 11:35,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10572797829,212328902,3/5/2019 18:33,3/5/2019 18:34,,,,,,,Volunteered,Other (please specify),Annual vaccinations,Extremely likely,,,,,
10568899212,212328902,3/4/2019 10:52,3/4/2019 10:55,,,,,,,Myself,Other (please specify),Check to see if my dogs have heartworms,,,Somewhat likely,,,I wasn’t told on phone that I would have to pay a $25 visit fee for each dog when I called 
10568074124,212328902,3/4/2019 4:57,3/4/2019 4:58,,,,,,From a friend,,Heartworm treatment,,Extremely likely,,,,,I really appreciate the clinic and will always do business with Yall
10566583289,212328902,3/2/2019 23:18,3/2/2019 23:18,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Blood panel,Extremely likely,,,,,
10565759494,212328902,3/2/2019 7:06,3/2/2019 7:08,,,,,,From a friend,,TNR,,Extremely likely,,,,,Everything was great; low cost TNR was perfect!  Cat is doing well.
10565251782,212328902,3/1/2019 20:04,3/1/2019 20:06,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,Extremely likely,,,,,Vet was very knowledgable and all the staff i encountered were very nice. Gina had to be poked a couple extra times to draw blood but she handled it well and got a good treat when we left!
10562742231,212328902,2/28/2019 19:00,2/28/2019 19:03,,Adopted from Louisiana SPCA,,,,,,Other (please specify),booster,,,Somewhat likely,,,Glad that they offer this
10557637429,212328902,2/26/2019 21:31,2/26/2019 21:34,,,,Social media,,,,Wellness exam,,Extremely likely,,,,,The clinic was great and staff was friendly.
10554455655,212328902,2/25/2019 17:42,2/25/2019 17:44,,,,,,,Who doesn't know of the SPCA?,Wellness exam,,Extremely likely,,,,,I had a fecal exam done on my puppy and got the results after i was home.  It would have been nice to have gotten while I was there so I didn't have to drive across town again
10550913910,212328902,2/23/2019 18:10,2/23/2019 18:12,,,,,,From a friend,,Other (please specify),Shots,,Very likely,,,,I appreciate that you provide an affordable way for people to take care of there animals and avoid over population. 
10548269082,212328902,2/22/2019 8:30,2/22/2019 8:31,,,,,,From a friend,,Other (please specify),skin consult,Extremely likely,,,,,
10545154767,212328902,2/21/2019 5:27,2/21/2019 5:30,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,Thank you   My cat is doing very well   She is active and playful the same   ❤️      🙏🏻
10544338309,212328902,2/20/2019 19:23,2/20/2019 19:27,,,,,,,Live in area,Wellness exam,,Extremely likely,,,,,I really like the Staff SPCA is a very great place to bring your pet staff have Lot of patience and show a lot of concern Thanks for being where you are.
10544318690,212328902,2/20/2019 19:12,2/20/2019 19:16,,,,,In the news,,,Other (please specify),We found out from ya'll our little puppy has to be three pounds to be neutered,Extremely likely,,,,,We are going to try again when she gains weight
10542868225,212328902,2/20/2019 10:14,2/20/2019 10:15,,,Google,,,,,TNR,,Extremely likely,,,,,The people are very friendly and the facility is really nice.  I appreciate the good work you do.
10535082009,212328902,2/16/2019 20:28,2/16/2019 20:33,,,,,,,I visited it,Spay/Neuter,,Extremely likely,,,,,I love the services of the SPCA but a lot of the employees seem out of touch with reality. Like the disgusting liberals of the main stream media.
10535032239,212328902,2/16/2019 19:07,2/16/2019 19:09,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,Everyone there has been extremely nice and informative since I adopted Cupid
10534187678,212328902,2/16/2019 0:09,2/16/2019 0:09,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,,Very likely,,,,
10534151424,212328902,2/15/2019 23:03,2/15/2019 23:04,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Thank you. 
10531996167,212328902,2/14/2019 23:32,2/15/2019 0:18,,,,,,,Search online ,Spay/Neuter,,,Very likely,,,,Very nice of you providing this service for pets  Really helpful for people who don’t have money to pay for their pet services but still can get it done for a very low cost. We all very appreciate 
10531672325,212328902,2/14/2019 18:58,2/14/2019 19:02,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Thank you very much! It is nice to help pets for the treatment as well as other services. Very helpful for the poor people who can’t afford to pay regular cost for treatment when they need help🎀🌸
10531639760,212328902,2/14/2019 18:38,2/14/2019 18:38,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,
10530332268,212328902,2/14/2019 8:27,2/14/2019 8:28,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10530246015,212328902,2/14/2019 7:49,2/14/2019 7:49,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,Extremely likely,,,,,
10529522186,212328902,2/13/2019 23:05,2/13/2019 23:21,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,"Wonderful people, treated my dog with care. Was very helpful getting everything organized and setup. Would recommend this place to everyone who is in need of dog or cat services."
10529443516,212328902,2/13/2019 22:06,2/13/2019 22:06,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10529386134,212328902,2/13/2019 21:19,2/13/2019 21:20,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Great service!
10529148726,212328902,2/13/2019 18:38,2/13/2019 18:39,,,,,,,Been going since 1990,Wellness exam,,Extremely likely,,,,,"Great service, thanks for everything!"
10528475442,212328902,2/13/2019 13:07,2/13/2019 13:25,,,Google,,,,,Spay/Neuter,,,,Somewhat likely,,,"When I called about two feral cats I was happy to find out that I could have the cats spayed or neutered and given a rabies shot for $35. I made an appointment to bring one cat; the other is very afraid so I will try to catch it but I am trying to befriend it so I can do so. Anyway, I sent my son with the cat and I asked that he have the cat treated for fleas as well since we would try to make this an outside cat. The cost was more than $35 plus flea meds? I actually paid $35 for the spay/neuter and an additional $35 for a feral cat vaccination package. I did get a flea treatment for only $5 which was great.   So, why did you charge more than what was quoted?    This kitten is darling and we are all in love with it. I do feel like a bait and switch of sorts has taken place:-)"
10527932705,212328902,2/13/2019 9:21,2/13/2019 10:03,,Adopted from Louisiana SPCA,,,,,Foster program,Spay/Neuter,,Extremely likely,,,,,
10526541900,212328902,2/12/2019 18:21,2/12/2019 18:23,,,,,,,Have used services before ,Spay/Neuter,,Extremely likely,,,,,Efficient process in the morning for check in 
10526541776,212328902,2/12/2019 18:22,2/12/2019 18:23,,Adopted from Louisiana SPCA,,,,,,Other (please specify),2nd round of puppy shots,,,,,Not at all likely,1.5hr wait for a 2 minute visit and the vet nor tech were friendly at all.
10523354179,212328902,2/11/2019 14:17,2/11/2019 14:17,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,
10518835938,212328902,2/8/2019 13:48,2/8/2019 13:49,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,The Staff were outstanding and very patient with both pets and their humans.
10516745374,212328902,2/7/2019 17:01,2/7/2019 17:03,,,,,,,Terrebonne Parish Animal Shelter,Spay/Neuter,,Extremely likely,,,,,"Very easy and simple. My kitty came home and was not terrified as if she was treated bad, shes been great and her cut looks amazing. She has not expressed any pain, thank you! "
10515516803,212328902,2/7/2019 8:55,2/7/2019 8:56,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Very friendly staff.  Very clean.  I can tell that the animals are loved.
10514628306,212328902,2/6/2019 22:36,2/6/2019 22:36,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10513289364,212328902,2/6/2019 11:38,2/6/2019 11:38,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10507023821,212328902,2/3/2019 21:55,2/3/2019 21:55,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10506883767,212328902,2/3/2019 18:36,2/3/2019 18:37,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,Everyone was so professional and pleasant.
10506869679,212328902,2/3/2019 18:16,2/3/2019 18:16,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10506007124,212328902,2/2/2019 19:20,2/2/2019 19:21,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,.
10505764307,212328902,2/2/2019 13:20,2/2/2019 13:21,,,,,,,Saw in community ,Spay/Neuter,,Extremely likely,,,,,"Thank you for taking good care of Tiger, and for allowing us to add the Rabies shot after she had already arrived for procedure. "
10504921671,212328902,2/1/2019 19:57,2/1/2019 20:00,,,,,,,Volunteered here before!,Spay/Neuter,,Extremely likely,,,,,I wish y’all would have sent a cone home or a bandage because my cat definitely would not stop licking the wound site at first! Stressful first night at home! But otherwise he was taken great care of!
